Category,Question,Response,Age,Gender,RaceEthnicity,RiskFactor,RiskFactorResponse,Sample_Size
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,80 years and older,All genders,"Black, non-Hispanic",Diabetes,Yes,40
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,Female,Other,Hypertension,No,104
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,12-17 years,All genders,"White, non-Hispanic",Diabetes,No,617
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,12-17 years,Male,"White, non-Hispanic",Hypertension,Yes,39
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,65-79 years,Female,All races,Smoking,Yes,744
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,Female,All races,All participants,Total,3734
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Male,"Hispanic, any race",Hypertension,Yes,305
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,All genders,"Hispanic, any race",Hypertension,No,3150
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,All genders,Other,Smoking,Yes,137
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,All genders,"White, non-Hispanic",All participants,Total,4429
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,Female,All races,All participants,Total,4418
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Male,Other,Hypertension,No,92
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Female,All races,Diabetes,No,1936
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,Female,"Hispanic, any race",Hypertension,Yes,435
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,All genders,All races,Hypertension,No,1284
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Female,All races,Hypertension,No,5075
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Female,"Black, non-Hispanic",Smoking,No,579
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,Male,Other,All participants,Total,51
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,Female,"Hispanic, any race",Hypertension,Yes,503
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,Male,All races,Diabetes,No,1580
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,All genders,"White, non-Hispanic",Diabetes,Yes,84
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Female,"White, non-Hispanic",Diabetes,Yes,44
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Male,All races,Diabetes,No,618
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Female,"Black, non-Hispanic",Hypertension,No,408
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,All genders,Other,Diabetes,Yes,54
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,All genders,All races,Hypertension,No,5300
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,80 years and older,Female,All races,Smoking,No,493
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,12-17 years,Male,Other,All participants,Total,144
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Female,Other,Diabetes,Yes,33
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,12-17 years,Male,"White, non-Hispanic",Hypertension,No,969
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,Female,"White, non-Hispanic",Diabetes,Yes,105
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),12-17 years,All genders,"Black, non-Hispanic",Diabetes,No,625
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,Male,All races,Diabetes,Yes,663
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,40-64 years,Male,All races,Hypertension,No,2800
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),80 years and older,All genders,"Hispanic, any race",Hypertension,Yes,82
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,65-79 years,Male,"White, non-Hispanic",Hypertension,No,458
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,80 years and older,Female,All races,Diabetes,No,215
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Male,All races,All participants,Total,4787
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,Male,"White, non-Hispanic",Diabetes,No,363
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,All genders,"White, non-Hispanic",Smoking,No,1801
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,All genders,All races,Diabetes,Yes,290
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,"White, non-Hispanic",All participants,Total,553
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,Female,"Black, non-Hispanic",Smoking,No,247
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,Male,"White, non-Hispanic",Smoking,Yes,1333
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,Female,"Hispanic, any race",Smoking,No,323
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,All genders,All races,Hypertension,Yes,976
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,All genders,"White, non-Hispanic",Diabetes,No,617
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Female,Other,All participants,Total,55
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,"White, non-Hispanic",Smoking,No,156
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,12-17 years,Female,"Black, non-Hispanic",Diabetes,No,311
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,Male,"Hispanic, any race",Smoking,Yes,219
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),80 years and older,All genders,All races,Diabetes,Yes,216
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,80 years and older,Female,"White, non-Hispanic",Smoking,No,390
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,80 years and older,All genders,All races,Diabetes,No,391
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Female,"Hispanic, any race",Diabetes,Yes,228
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,All genders,Other,Smoking,No,257
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Female,"Black, non-Hispanic",Diabetes,Yes,123
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,Female,"White, non-Hispanic",Hypertension,Yes,778
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,12-17 years,Male,Other,Hypertension,No,141
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,Female,"Hispanic, any race",All participants,Total,814
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,80 years and older,Female,"Hispanic, any race",Hypertension,Yes,56
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,All genders,Other,Diabetes,No,148
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Female,"Hispanic, any race",Hypertension,Yes,336
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,All genders,"White, non-Hispanic",Diabetes,Yes,421
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,Female,"Black, non-Hispanic",Smoking,Yes,233
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,12-17 years,Female,"Black, non-Hispanic",Hypertension,Yes,45
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,12-17 years,All genders,All races,Hypertension,No,7341
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,All genders,"Black, non-Hispanic",All participants,Total,1087
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,Female,"White, non-Hispanic",Smoking,Yes,526
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,Male,"Hispanic, any race",Diabetes,No,566
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,12-17 years,Female,"White, non-Hispanic",Diabetes,No,305
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,Male,All races,Hypertension,No,258
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,All genders,All races,Hypertension,No,394
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,Female,Other,All participants,Total,44
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),80 years and older,All genders,"White, non-Hispanic",All participants,Total,1012
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,Female,"Hispanic, any race",Smoking,No,523
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,12-17 years,Male,"Hispanic, any race",Hypertension,Yes,53
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Female,"Hispanic, any race",Smoking,No,1054
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,Male,"White, non-Hispanic",Diabetes,No,758
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,80 years and older,Male,All races,Diabetes,Yes,131
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,Female,Other,All participants,Total,162
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,All genders,Other,Diabetes,No,181
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,All genders,All races,Smoking,No,2031
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,All genders,Other,Diabetes,No,133
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,All genders,All races,Hypertension,No,9457
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,Female,"Hispanic, any race",Smoking,No,1186
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,65-79 years,Male,"Hispanic, any race",Diabetes,Yes,60
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,18-39 years,All genders,"Hispanic, any race",All participants,Total,3417
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,All genders,"White, non-Hispanic",Hypertension,Yes,83
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Female,"White, non-Hispanic",Hypertension,Yes,744
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,All genders,"White, non-Hispanic",Diabetes,Yes,87
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,80 years and older,All genders,"White, non-Hispanic",Smoking,No,590
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,Male,"Hispanic, any race",Diabetes,No,398
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,All genders,"White, non-Hispanic",Diabetes,Yes,476
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,80 years and older,All genders,"Black, non-Hispanic",Smoking,Yes,50
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Male,"Hispanic, any race",Hypertension,Yes,136
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Male,"Black, non-Hispanic",Diabetes,No,300
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,80 years and older,Female,"Black, non-Hispanic",Smoking,No,76
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,12-17 years,Male,"Black, non-Hispanic",All participants,Total,1236
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,Male,Other,All participants,Total,174
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,Female,"Hispanic, any race",Smoking,Yes,406
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,All genders,All races,Diabetes,No,3034
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,All genders,"Black, non-Hispanic",Smoking,Yes,567
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,Female,"Black, non-Hispanic",Diabetes,Yes,123
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,Female,"White, non-Hispanic",Smoking,No,1054
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,All genders,"Hispanic, any race",Hypertension,Yes,66
